wasm_hash,instance_count,instance_percent,rssdkver,rsver,source_repo,home_domain,error_cases,contract_functions,contract_events
"353f6c53acb55091f9fa3cf3c68ac04970334ee5cb930415ec1be446dac5c250",1,0.0008,"21.6.0#f57d2454e520ae11dc9c8d55db610557a24a556e","1.76.0-nightly","","","NotInitialized,Initialized,NotAuthorized,MintAlreadyExist,MintNotFound,MintEnded,MintFailed,MintActive,MintLessThanMin,StakingInvalidAmount,StakingInsufficientBalance,StakingInvalidReward","initialize,change_contract_info,upgrade,burn_leftovers,start_mint,mint,claim_mint_reward,stake,unstake_rewards,unstake,claim_staking_reward,get_mint_info,get_inactivity_fee,get_staking_data,get_current_staking_reward,get_contract_info,version",""
"362901a320a398259effb43ba50116da855239a604b612a43746528a7a0ea49b",10,0.0084,"25.1.1#94c2a3b3a5ded6b9cf9cef0c207bf8804f3eb294","1.93.1","github:AquaToken/soroban-amm","","AnotherActionActive,NoActionActive,ActionNotReadyYet","a,swap,claim,ramp_a,deposit,version,get_info,share_id,withdraw,gauge_add,kill_swap,pool_type,get_gauges,get_tokens,initialize,kill_claim,stop_ramp_a,unkill_swap,gauge_remove,gauges_claim,get_decimals,get_reserves,kill_deposit,unkill_claim,apply_new_fee,apply_upgrade,contract_name,estimate_swap,commit_new_fee,commit_upgrade,initialize_all,revert_upgrade,unkill_deposit,get_pools_plane,get_user_reward,get_user_shares,set_pools_plane,estimate_deposit,get_fee_fraction,get_rewards_info,get_total_shares,init_pools_plane,calc_token_amount,checkpoint_reward,get_protocol_fees,get_rewards_state,get_unused_reward,get_virtual_price,kill_gauges_claim,set_rewards_state,withdraw_one_coin,get_emergency_mode,get_future_address,get_is_killed_swap,set_emergency_mode,set_rewards_config,backfill_plane_data,claim_protocol_fees,get_is_killed_claim,init_config_storage,swap_strict_receive,unkill_gauges_claim,get_privileged_addrs,return_unused_reward,set_privileged_addrs,gauge_schedule_reward,get_is_killed_deposit,revert_new_parameters,calc_withdraw_one_coin,gauges_get_reward_info,admin_set_rewards_state,initialize_boost_config,set_reward_boost_config,apply_transfer_ownership,estimate_working_balance,get_total_claimed_reward,commit_transfer_ownership,get_protocol_fee_fraction,get_total_excluded_shares,initialize_rewards_config,revert_transfer_ownership,set_protocol_fee_fraction,checkpoint_working_balance,remove_liquidity_imbalance,get_total_configured_reward,estimate_swap_strict_receive,get_total_accumulated_reward,adjust_total_accumulated_reward",""
"3633852cab02a763a5add4758619250b1e0c70a476c7924e7d2f68b464112623",1,0.0008,"26.1.0#175aa41306f383057a8cdfc84b68d931664fc34e","1.93.0","","","NotInitialized,Unauthorized,AuctionNotFound,AuctionEnded,AuctionActive,CommitmentExists,InvalidReveal,BelowReserve,NotCommitted,AlreadyRevealed,RevealPeriodActive,NoWinner,ZeroAmount","settle,upgrade,set_admin,commit_bid,extend_ttl,initialize,reveal_bid,get_auction,__constructor,create_auction,get_commitment","BidRevealedEvent,BidCommittedEvent,AuctionCreatedEvent,AuctionSettledEvent"
"366d3ae53b335a0e29caee0d85d1c5ca5fc62a2110ad73315f0d9aefcc906c34",1,0.0008,"21.3.0#ee516d12da734cc9ec2f303ce98bd24731c696f8","1.79.0","","","StakeDetailNotExist,PlanNotExist,PlanNotFinished,AlreadyStaked,AmountOutOfRange,Unauthorized","initialize,set_parameters,stake,unstake,set_nft,get_stake_detail,get_all_stake_details,calculate_current_earnings,get_reward_token",""
"37833c3260ba9cb7a8d537eb999919d392de9233079f68f644284186510f7656",6,0.0051,"22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8","1.86.0","","","AnotherActionActive,NoActionActive,ActionNotReadyYet","__constructor,get_price,set_seconds_before_stale,set_too_volatile_ratio,set_sanitize_clamp_denominator,get_guard_rails,version,contract_name,commit_upgrade,apply_upgrade,revert_upgrade,set_emergency_mode,get_emergency_mode,commit_transfer_ownership,apply_transfer_ownership,revert_transfer_ownership,get_future_address",""
"37e982560066d77568f636e192cfef93135b7eaeada42863c229835936913eed",1,0.0008,"23.4.1#e671b396f8bacf1370925f722df158b31c0baae5","1.94.0","","","AlreadyInitialized,Unauthorized,ReputationContractNotSet","has_role,get_admin,get_streak,grant_role,revoke_role,__constructor,renounce_role,get_role_admin,renounce_admin,set_role_admin,get_role_member,record_donation,transfer_admin_role,accept_admin_transfer,get_role_member_count,set_reputation_contract_address","RoleGranted,RoleRevoked,AdminRenounced,RoleAdminChanged,AdminTransferCompleted,AdminTransferInitiated,OwnershipTransfer,OwnershipRenounced,OwnershipTransferCompleted"
"386cf10839b3b1e6ba5988791de65877cd948833b2fd9f6ab07d3bac9276bf3b",1,0.0008,"23.0.2#a97daf8b07cdf24e9bd45e344db51a21b9ea77d3","1.88.0","","","HexLengthInsufficient,MulDivFailed,InvalidPriceRange,U256ToU128ConversionFailed,TransactionTooOld,AlreadyInitialized,FactoryNotInitialized,XlmAddressNotInitialized,TokenDoesNotExist,NotTokenOwner,Unauthorized,InsufficientBalance,InvalidTickRange,TickNotAligned,TickOutOfBounds,PoolNotFound,MathOverflow,PriceSlippageCheck,NothingToCollect,TokensNotOrdered,LiquidityCalculationFailed,PoolKeyMissing,TokenDescriptorNotSet,NoApprovedAddress,PositionNotCleared","__constructor,get_factory,get_pools_data,get_pools_by_pairs,get_pool_data,get_pools_data_with_bal,get_pool_data_with_bal,init,quote_exact_input_single,quote_exact_input,quote_exact_output_single,quote_exact_output,init_v2,quote_exact_input_v2,quote_exact_output_v2,quote_exact_input_single_v2,quote_exact_output_single_v2,get_populated_ticks_in_word,get_populated_ticks_in_range",""
"3880e526010ebff3a78d9508a8f918a19833c5cf4534d5444b4861a8dbed6e7a",1,0.0008,"23.4.0#673d6c4f2368d282d25da29bda55c21b8be69ca6","1.90.0","","","NotInitialized,InsufficientTokenBalance,ThreadNotFound,ThreadDeleted,NotThreadAuthor,DeletionWindowExpired,InvalidContent,CommentNotFound,CommentDeleted,NotCommentAuthor,NotAdmin,ContentTooLong,RateLimited,ContractPaused","__constructor,set_admin,get_admin,upgrade,set_paused,is_paused,create_thread,post_comment,delete_thread,delete_comment,get_thread,get_comment,get_thread_count,get_comment_count,extend_thread","ThreadCreatedEvent,CommentPostedEvent,ThreadDeletedEvent,CommentDeletedEvent,AdminChangedEvent"
"391d449e041b02d98168c9cddcbfec4213a1b81a4dccc2fcb344c84f1a693325",1,0.0008,"23.0.2#a97daf8b07cdf24e9bd45e344db51a21b9ea77d3","1.88.0","","","HexLengthInsufficient,MulDivFailed,InvalidPriceRange,U256ToU128ConversionFailed,TransactionTooOld,AlreadyInitialized,FactoryNotInitialized,XlmAddressNotInitialized,TokenDoesNotExist,NotTokenOwner,Unauthorized,InsufficientBalance,InvalidTickRange,TickNotAligned,TickOutOfBounds,PoolNotFound,MathOverflow,PriceSlippageCheck,NothingToCollect,TokensNotOrdered,LiquidityCalculationFailed,PoolKeyMissing,TokenDescriptorNotSet,NoApprovedAddress,PositionNotCleared","init,get_native_currency_label,token_uri",""
"39f1e78e3ba94e98344cb1bb23afa3176657156511d1c8e2d06c26310439e0aa",1,0.0008,"22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8","1.86.0","","","AnotherActionActive,NoActionActive,ActionNotReadyYet","__constructor,deploy_pair_contract,mint,redeem,redeem_one,get_factory_config,get_pair_contract_wasm,get_all_deployed_pairs,get_total_pair_count,get_pair_by_asset,set_pair_contract_wasm,kill_create,unkill_create,get_is_killed_create,version,contract_name,commit_upgrade,apply_upgrade,revert_upgrade,set_emergency_mode,get_emergency_mode,commit_transfer_ownership,apply_transfer_ownership,revert_transfer_ownership,get_future_address",""
"3a0128950bf931b7d0668bd4f7fca9a1823311f108ac409c97df0180a7aab6fe",0,0.0000,"25.3.1#e50d95af029c83196dd122f0154bac3f1302394b","1.93.0","","","NotInitialized,Unauthorized,InsufficientDeposit,InsufficientShares,ZeroAmount,SplitNotActive,AlreadySplit,BelowMinDeposit,InvalidFeeBps","burn,name,symbol,approve,balance,deposit,upgrade,decimals,transfer,withdraw,allowance,burn_from,set_admin,extend_ttl,initialize,vault_rate,add_deposit,deposit_for,split_yield,withdraw_to,mint_fee_bps,set_mint_fee,set_registry,total_assets,total_shares,transfer_from,public_deposit,get_yield_split,set_ustry_token,set_operator_wallet,set_xld_sac_address","BurnEvent,MintEvent,TopUpEvent,ApproveEvent,TransferEvent,VaultDepositEvent,PublicDepositEvent,VaultWithdrawEvent,VaultWithdrawToEvent,Burn,Mint,Approve,Clawback,Transfer,MintWithAmountOnly,TransferWithAmountOnly"
"3a344136c420be23ecad963f1ce9a2af4270bf934850c9b1636df6802faab11c",0,0.0000,"25.3.1#e50d95af029c83196dd122f0154bac3f1302394b","1.93.0","","","NotInitialized,Unauthorized,InsufficientDeposit,InsufficientShares,ZeroAmount,SplitNotActive,AlreadySplit,BelowMinDeposit,InvalidFeeBps,ExceedsVestedAmount,DepositsPaused,WithdrawalsPaused,ExceedsEmergencyCap,PauseCooldown","burn,name,symbol,approve,balance,deposit,upgrade,decimals,transfer,withdraw,allowance,burn_from,set_admin,extend_ttl,initialize,vault_rate,add_deposit,deposit_for,split_yield,withdraw_to,mint_fee_bps,set_mint_fee,set_registry,total_assets,total_shares,transfer_from,public_deposit,get_yield_split,set_ustry_token,get_pause_status,public_deposit_for,set_pause_deposits,set_operator_wallet,set_xld_sac_address,set_pause_withdrawals,transfer_domain_position","BurnEvent,MintEvent,TopUpEvent,ApproveEvent,TransferEvent,VaultDepositEvent,PublicDepositEvent,VaultWithdrawEvent,VaultWithdrawToEvent,PauseStatusChangedEvent,Burn,Mint,Approve,Clawback,Transfer,MintWithAmountOnly,TransferWithAmountOnly"
"3a35e48573a4aa300de8e417c8e3b01e30123c49ce67e7d67e8752d1850ac729",0,0.0000,"22.0.6#0c47dcfa187069d241f11fb082730f667b55e802","1.84.0","","","AnotherActionActive,NoActionActive,ActionNotReadyYet","init_admin,update,get,version,commit_upgrade,apply_upgrade,revert_upgrade,set_emergency_mode,get_emergency_mode,commit_transfer_ownership,apply_transfer_ownership,revert_transfer_ownership,get_future_address",""
"3a4d6200e8be6e28226efa4655a12523c590f0829532d8876163c84af75b9057",0,0.0000,"21.7.7#5da789c50b18a4c2be53394138212fed56f0dfc4","1.81.0","","","NotInitialized,AlreadyInitialized,ProtocolDisabled,Unfeasible,Unauthorized,InvalidPath","init,enable_protocol,update_contract,strict_send,strict_receive",""
"3a66ffb55bd844d198eafc38f805c8456b5599a998ffc64fbeae8ca13d9ba87c",2,0.0017,"23.3.0#a35990025247146e24cb9e1deda063f17f3e441d","1.91.1","","","AlreadyInitialized,NotInitialized,UnauthorizedLender,UnauthorizedInitiator,InvalidPath,DeadlineExpired,NegativeAmount,BadInstruction,MathOverflow,InsufficientProfit","set_admin,get_config,__constructor,on_flash_loan",""
"3a8a3209697d26671448ad2de7f069493dcff0abe8bda0abbf2a2fe4735b06d7",1,0.0008,"22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8","1.90.0","","","AlreadyInitialized,PartAlreadyExists,PartNotFound,NotAuthorized,InvalidMerkleProof,BadPrevRoot,NotActiveOrg,WrongOrgType,NotSameEvent","initialize,ping,get_part_root,event_leaf_hash_view,recompute_root_from_leaf_view,create_part,get_part,change_merkle_root,update_event_leaf,add_event_leaf,transfer_part,change_status",""
"3a9f7629675e3d2841dee17f82f2009e14d17b0051eaecf47355401561452518",5,0.0042,"22.0.6#0c47dcfa187069d241f11fb082730f667b55e802","1.84.0","","","Unauthorized,PathIsEmpty,OutMinNotSatisfied,InMaxNotSatisfied,FeeFractionTooHigh","__constructor,get_max_swap_fee_fraction,get_router,get_fee_destination,claim_fees,claim_fees_and_swap,swap_chained,swap_chained_strict_receive",""
"3b13dc688381c17aef9c2dcff38a4ff7afd9372518dd1c6494308941d880b62a",1,0.0008,"22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8","1.87.0","","","MissingStorage","upgrade,__constructor,mint_from,mint,total_supply,balance,allowance,transfer,transfer_from,approve,decimals,name,symbol,burn,burn_from,has_role,get_role_member_count,get_role_member,get_role_admin,get_admin,grant_role,revoke_role,renounce_role,renounce_admin,transfer_admin_role,accept_admin_transfer,set_role_admin,get_underlying_for_amount,get_amount_for_underlying,deposit,withdraw,set_axelar_config,token_id,get_axelar_its,get_axelar_chain,get_axelar_gas_token,interchain_transfer,get_merkle_epoch,get_banned_amount,set_new_epoch,get_merkle_root,is_claimed,amt_to_claim,sync_balances",""
"3b65f2f1d0bcafbfee1a870dbeab549655b3d596d4a44fd18083320f5b594c6f",1,0.0008,"25.0.2#59a2e01a26f9330f8d516690911cb2ca87a6f1b3","1.93.0","github:FredericRezeau/xray-games","kyungj.in","NotInitialized,AlreadyInitialized,InvalidSession,BadAuth,InvalidProof,InvalidSeed","end,start,upgrade,set_house,initialize,set_attestor",""
"3b6682171f3f9cd45053245d30a293fd37f6ddfff816c18812a48089369e1f4e",1,0.0008,"25.1.0#86c50a1ea4f87b40add3064ff9df95c7553565c5","1.92.0","","","NotAuthorized,MerkleTreeFull,WrongLevels,NotInitialized","get_root,hash_pair,insert_leaf,update_admin,__constructor,approve,balance,transfer,allowance,transfer_from","LeafAddedEvent"
"3bb76e3c5849a8d09bb080583d25a4882667bf0a83bee391e0ce969ab6d852e9",1,0.0008,"22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8","1.91.1","","","NoSettings,RefundRequestNotFound,Unauthorized,NoClient,NoCoinClient,RolesAlreadyInit,AccountNotAllowed,AccountFrozen","burn,mint,name,freeze,symbol,approve,balance,upgrade,decimals,operator,transfer,unfreeze,allowance,burn_from,is_frozen,governance,initialize,init_roles,set_client,send_message,set_metadata,set_operator,create_sender,remove_sender,transfer_from,__constructor,bump_allowlist,is_allowlisted,is_gate_active,set_governance,receive_message,set_gate_active,add_to_allowlist,add_refund_request,create_trusted_addr,remove_trusted_addr,remove_from_allowlist,process_refund_request",""
"3bc7997d8f216e3bfa9311893763b488302de7010970bda70847570753fdf0d1",1,0.0008,"26.1.0#175aa41306f383057a8cdfc84b68d931664fc34e","1.96.0","","","AlreadyInitialized,NotInitialized,InvalidAmount,InsufficientBalance,InsufficientLiquidity,NotEligible,MissingProof,DebtExceeded","repay,debt_of,deposit,upgrade,withdraw,pool_info,deposit_of,initialize,borrow_with_zk",""
"3bfa341dcf6be3190838965cf0045b4bae2a21a777ff63c91b5a9240bc4e38bb",3,0.0025,"22.0.5#25daaf397971f2c15fd2a5fd0a9967020a19cfcb","1.89.0","","","InsufficientCollateralization,CDPAlreadyExists,CDPNotFound,CDPNotInsolvent,CDPNotOpen,InsufficientCollateral,InsufficientBalance,RepaymentExceedsDebt,OutstandingDebt,InvalidMerge,InvalidLiquidation,InvalidWithdrawal,CDPNotOpenOrInsolvent,CDPNotOpenOrInsolventForRepay,StakeAlreadyExists,StakeDoesntExist,InvalidLedgerSequence,OraclePriceFetchFailed,OracleDecimalsFetchFailed,XLMTransferFailed,ClaimRewardsFirst,InsufficientStake,InsufficientInterest,PaymentExceedsInterestDue,InterestMustBePaidFirst,InsufficientXLMForInterest,InsufficientApprovedXLMForInterestRepayment,XLMInvocationFailed,ValueNotPositive,InsufficientAllowance","admin_get,admin_set,redeploy,xlm_contract,xlm_sac,asset_contract,pegged_asset,minimum_collateralization_ratio,lastprice_xlm,lastprice_asset,decimals_xlm_feed,decimals_asset_feed,open_cdp,cdp,freeze_cdp,add_collateral,withdraw_collateral,borrow_xasset,repay_debt,liquidate_cdp,merge_cdps,close_cdp,get_accrued_interest,pay_interest,cdp_init,set_xlm_sac,set_xlm_contract,set_asset_contract,set_pegged_asset,set_min_collat_ratio,set_interest_rate,get_interest_rate,get_total_interest_collected,version,allowance,approve,balance,transfer,transfer_from,burn,burn_from,decimals,name,symbol,increase_allowance,decrease_allowance,spendable_balance,authorized,set_authorized,mint,clawback,set_admin,deposit,withdraw,liquidate,claim_rewards,get_staker_deposit_amount,get_total_xasset,get_total_collateral,stake,unstake,get_available_assets,get_position,get_constants",""
"3c030c6e93ac973cf26e39947176c85a2bf61210e9c1f98ce638b963da948c96",50,0.0422,"22.0.6#0c47dcfa187069d241f11fb082730f667b55e802","1.87.0","AquaToken/soroban-amm","","AnotherActionActive,NoActionActive,ActionNotReadyYet","a,get_virtual_price,calc_token_amount,get_dy,get_dx,remove_liquidity_imbalance,calc_withdraw_one_coin,withdraw_one_coin,set_privileged_addrs,get_privileged_addrs,ramp_a,stop_ramp_a,commit_new_fee,apply_new_fee,revert_new_parameters,kill_deposit,kill_swap,kill_claim,unkill_deposit,unkill_swap,unkill_claim,get_is_killed_deposit,get_is_killed_swap,get_is_killed_claim,set_protocol_fee_fraction,get_protocol_fees,claim_protocol_fees,initialize_all,pool_type,initialize,get_fee_fraction,get_protocol_fee_fraction,share_id,get_total_shares,get_reserves,get_tokens,get_decimals,deposit,swap,estimate_swap,swap_strict_receive,estimate_swap_strict_receive,withdraw,get_info,version,contract_name,commit_upgrade,apply_upgrade,revert_upgrade,set_emergency_mode,get_emergency_mode,initialize_rewards_config,initialize_boost_config,set_reward_boost_config,set_rewards_config,get_unused_reward,return_unused_reward,get_rewards_info,get_user_reward,checkpoint_reward,checkpoint_working_balance,get_total_accumulated_reward,get_total_configured_reward,adjust_total_accumulated_reward,get_total_claimed_reward,claim,gauge_add,gauge_remove,gauge_schedule_reward,kill_gauges_claim,unkill_gauges_claim,get_gauges,gauges_claim,gauges_get_reward_info,init_pools_plane,set_pools_plane,get_pools_plane,backfill_plane_data,commit_transfer_ownership,apply_transfer_ownership,revert_transfer_ownership,get_future_address,init_config_storage",""
"3c5dae1828b213c8615ea93b3430a01be31b8bddb8298663ca4b2a2642b1800c",1,0.0008,"20.4.0#70b12eb8c6af0593888154700f0ef68897521708","1.76.0","","","NotFound,NotEmpty,DIDIncorrectLength,DIDIncorrectScheme,DIDIncorrectMethod","register_did,check_authorize",""
"3cdffc31a624d29e3279c58660c5fb128e74801734f0590b092a6b3f5922e652",1,0.0008,"23.4.0#673d6c4f2368d282d25da29bda55c21b8be69ca6","1.92.0","","","Unauthorized,PathIsEmpty,TokensNotSorted,DuplicatesNotAllowed,ValueNotInitialized,AlreadyInitialized,UnknownProtocol,OutMinNotSatisfied,InMaxNotSatisfied,FeeFractionTooHigh,RouterInvalidOutput","init,swap,upgrade",""
"3d3c0447351c24e4fadaece14088c724d742e8172a587022d9cd65af9ce9089e",104,0.0877,"22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8","1.88.0","","","AlreadyInitialized,NotInitialized,AccountInitializationFailed,StorageEntryNotFound,StorageEntryAlreadyExists,NoSigners,SignerAlreadyExists,SignerNotFound,SignerExpired,CannotRevokeAdminSigner,CannotDowngradeLastAdmin,MatchingSignatureNotFound,SignatureVerificationFailed,InvalidProofType,NoProofsInAuthEntry,InsufficientPermissions,InsufficientPermissionsOnCreation,InvalidPolicy,InvalidTimeRange,InvalidNotAfterTime,PolicyClientInitializationError,PluginNotFound,PluginAlreadyInstalled,PluginInitializationFailed,NotFound","upgrade,__constructor,add_signer,update_signer,revoke_signer,install_plugin,uninstall_plugin,is_deployed,__check_auth",""
"3d3f79e97dbe76b1f8fbe2095ddcd03738ff9988ec74ec9d9fb47bf8c661694f",0,0.0000,"23.4.1#e671b396f8bacf1370925f722df158b31c0baae5","1.92.0","","","NotGovernor,NotGovernorOrGuardian,ZeroAddress,InvalidParam,NotSigned,NotAllowed,CampaignDurationBelowHour,CampaignRewardTokenNotWhitelisted,CampaignRewardTooLow,CampaignAlreadyExists,CampaignDoesNotExist,InvalidOverride,InvalidReallocation,OperatorNotAllowed,InvalidLengths,NotUpgradeable","upgrade,set_fees,get_message,set_message,get_campaign,recover_fees,__constructor,get_fee_rebate,campaign_lookup,create_campaign,get_distributor,create_campaigns,get_default_fees,get_message_hash,accept_conditions,get_campaign_list,get_fee_recipient,get_reward_tokens,override_campaign,set_campaign_fees,set_fee_recipient,get_campaign_count,get_user_signature,compute_campaign_id,extend_contract_ttl,get_creator_balance,set_new_distributor,set_user_fee_rebate,get_campaign_operator,get_campaign_override,get_creator_allowance,revoke_upgradeability,decrease_token_balance,increase_token_balance,get_valid_reward_tokens,decrease_token_allowance,increase_token_allowance,toggle_campaign_operator,toggle_signing_whitelist,extend_campaign_ttl_batch,get_campaign_reallocation,get_access_control_manager,get_campaign_specific_fees,get_reward_token_min_amount,reallocate_campaign_rewards,get_user_signature_whitelist,set_reward_token_min_amounts,get_valid_reward_tokens_paged,get_campaign_list_reallocation,get_upgradeability_deactivated,get_campaign_overrides_timestamp","FeesSet,NewCampaign,MessageUpdated,CampaignOverride,FeeRebateUpdated,DistributorUpdated,FeeRecipientUpdated,CampaignReallocation,CreatorBalanceUpdated,UpgradeabilityRevoked,CampaignOperatorToggled,CampaignSpecificFeesSet,CreatorAllowanceUpdated,RewardTokenMinAmountUpdated,UserSigningWhitelistToggled,AccessControlManagerUpdated,SetRoot,SetClaimed,Paused,Unpaused"
"3d5bdfc11bc3a2602d18c9863471e7c9260534de95b9f5f488dc1dcdbdd6cdb7",1,0.0008,"22.0.11#34f7f53ae31e0fd02aab436a9872e79fa671ca02","1.95.0","github:Afreum/Afreum_Fiat_Mint_Redeem_Contract","afreum.com","AlreadyInitialized,NotInitialized,Unauthorized,InvalidRatesSignature,RatesTooOld,RateMismatch,AssetNotEligible,MissingClaimableBalance,InvalidAmount,AmountExceedsThreshold,AmountExceedsReservePct,ReserveInadequate,RequestNotFound,DuplicateClaimableBalance","init,upgrade,get_init,set_admin,confirm_mint,confirm_redeem,get_base_asset,set_base_asset,set_resolution,get_mint_issuer,set_fee_address,set_mint_issuer,set_fiat_address,get_pending_mints,get_reserve_issuer,set_amount_percent,set_reserve_issuer,cancel_mint_request,get_pending_redeems,get_request_counter,set_reserve_address,submit_mint_request,set_amount_threshold,cancel_redeem_request,get_rates_signing_key,set_rates_signing_key,set_reserve_threshold,submit_redeem_request,get_pending_mints_by_id,get_pending_mints_by_user,get_pending_redeems_by_id,set_loyalty_tier_contract,get_pending_redeems_by_user",""
"3da9edcabd7491b2245920551bf7cce020c70114e219216b948ae3dd3af2e49c",2,0.0017,"22.0.6#0c47dcfa187069d241f11fb082730f667b55e802","1.87.0","AquaToken/soroban-amm","","AnotherActionActive,NoActionActive,ActionNotReadyYet","init_admin,update,get,version,contract_name,commit_upgrade,apply_upgrade,revert_upgrade,set_emergency_mode,get_emergency_mode,commit_transfer_ownership,apply_transfer_ownership,revert_transfer_ownership,get_future_address",""
"3e0ef75cbee62cf119eea6e29da01e672010727ea68a88edfd82da98ce8b6bed",0,0.0000,"22.0.7#211569aa49c8d896877dfca1f2eb4fe9071121c8","1.81.0","","","AlreadyInitialized,ListingNotFound,ListingNotAvailable,ListingTypeMismatch,InvalidNftOwner,MissingMarketplaceContractId,AgreementNotFound,AgreementNotActive,AgreementNotOwnedByCaller,StateNotAlreadySet,InsufficientBalance,InsufficientShares,InsufficientSharesForPurchase,CurrencyNotSupported,CannotModifyShareStructure,InvalidSharesDistribution,ListingNotFound,ListingNotAvailable,ListingTypeMismatch,AlreadyInitialized,InvalidNftOwner,MissingMarketplaceContractId,AgreementNotFound,AgreementNotActive,AgreementNotOwnedByCaller,AgreementIsAlreadyActive,StateNotAlreadySet,ListingNotFound,ListingNotAvailable,ListingTypeMismatch,AlreadyInitialized,InvalidNftOwner,MissingMarketplaceContractId,AgreementNotFound,AgreementNotActive,AgreementNotOwnedByCaller,StateNotAlreadySet","initialize,version,upgrade,update_state,set_payment_token,set_currency,create_listing,add_listing_shares,update_listing,get_listing,get_all_listings,get_listing_count,update_listing_count,remove_listing,change_listing_status,get_listing_current_price,get_usdc_amount,get_usdc_price,rent,purchase,purchase_and_confirm,purchase_shares,confirm_receipt,cancel_sale_or_rental,reclaim_or_return",""
"3e5dfde1926cb96428498b72596c2ebbe01e60709ff9fb7556bf17e99743a647",1,0.0008,"20.5.0#9e2c3022b4355b224a7a814e13ba51761eeb14bb","1.79.0","","","AlreadyInitialized,NotInitialized,NotAdmin,PoolExists,NoPool","init_factory,initialize",""
"3e8f372ac26c0ab674c6da7b01bd237d4c6c89f34a3d353b0edbc72644f12364",4,0.0034,"23.5.2#347f71141ddf69ef1873527c94ac98e79215f125","1.91.1","","","NotInitialized,AlreadyInitialized,Unauthorized,ContractLocked,LowShareCount,InvalidShareTotal,NegativeShareAmount,DuplicateShareholder,ZeroTransferAmount,TransferAmountAboveBalance,TransferAmountAboveUnusedBalance,InvalidDistributionRound,RoundNotFound,AlreadyClaimed,NothingToClaim,RoundNotFinalized,InsufficientTokenBalance,TokenMintFailed,TokenBurnFailed,Overflow,DivisionByZero,InvalidCommissionRate,ZeroWithdrawalAmount,WithdrawalAmountAboveAllocation,DistributionTooSoon,ClaimsNotOpenYet,RoundExpired,ScheduleNotConfigured,ScheduleNotEnabled,ScheduleCompleted,ScheduledDistributionNotDue,InvalidScheduleConfig,RoundNotExpired,NothingToReclaim,NoSharesToTransfer,InsufficientSharesToTransfer,CannotTransferToSelf,InvalidShareAmount,InvalidPrice,NoSharesToSell,NoActiveListing,InsufficientSharesInListing,CannotBuyOwnShares,InvalidProof,NotSnapshotRound,ListingAlreadyExists","init,claim,upgrade,claim_all,get_round,get_share,set_admin,buy_shares,get_config,get_listing,get_schedule,set_schedule,get_claimable,lock_contract,update_shares,cancel_listing,get_allocation,init_with_type,transfer_shares,transfer_tokens,claim_with_proof,disable_schedule,is_round_expired,get_active_rounds,is_round_claimable,create_distribution,get_total_claimable,withdraw_allocation,get_require_snapshot,get_unclaimed_amount,list_shares_for_sale,set_require_snapshot,get_commission_config,reclaim_expired_round,get_distribution_config,get_next_scheduled_time,set_buy_commission_rate,set_distribution_config,set_commission_recipient,create_distribution_snapshot,trigger_scheduled_distribution,set_distribution_commission_rate","SetAdmin"
"3e981b3b5170e8e08429813b01b4aae93effef93e9fc4b8d62ecd205279c23ee",0,0.0000,"23.1.0#7456be9d91fe1f4cb070fc2732bac78244ce6c3f","1.91.1","","","GameNotFound,NotPlayer,AlreadyGuessed,BothPlayersNotGuessed,GameAlreadyEnded","upgrade,get_game,get_admin,set_admin,make_guess,start_game,__constructor,reveal_winner,get_blendizzard,set_blendizzard",""
"3ea3cfc5c30efdc08dd505e9ab4df0d5f687f9a371e09dcfe1f00d74efaa4b53",33,0.0278,"22.0.6#0c47dcfa187069d241f11fb082730f667b55e802","1.87.0","","","AnotherActionActive,NoActionActive,ActionNotReadyYet","initialize_all,pool_type,initialize,share_id,get_total_shares,get_tokens,deposit,swap,estimate_swap,swap_strict_receive,estimate_swap_strict_receive,withdraw,get_reserves,get_fee_fraction,get_protocol_fee_fraction,get_info,set_privileged_addrs,get_privileged_addrs,kill_deposit,kill_swap,kill_claim,unkill_deposit,unkill_swap,unkill_claim,get_is_killed_deposit,get_is_killed_swap,get_is_killed_claim,set_protocol_fee_fraction,get_protocol_fees,claim_protocol_fees,version,commit_upgrade,apply_upgrade,revert_upgrade,set_emergency_mode,get_emergency_mode,initialize_rewards_config,initialize_boost_config,set_reward_boost_config,set_rewards_config,get_unused_reward,return_unused_reward,get_rewards_info,get_user_reward,checkpoint_reward,checkpoint_working_balance,get_total_accumulated_reward,get_total_configured_reward,get_total_claimed_reward,claim,gauge_add,gauge_remove,gauge_schedule_reward,kill_gauges_claim,unkill_gauges_claim,get_gauges,gauges_claim,gauges_get_reward_info,init_pools_plane,set_pools_plane,get_pools_plane,backfill_plane_data,commit_transfer_ownership,apply_transfer_ownership,revert_transfer_ownership,get_future_address,init_config_storage",""
