wasm_hash,instance_count,instance_percent,rssdkver,rsver,source_repo,home_domain,error_cases,contract_functions,contract_events
"003710b383f9da7d650a7f719a7be479110266427817ebbed61d924505fcd7c7",56,0.0472,"23.5.3#d3e1ab2424388b10893b796b0c8e405c5edd03d2","1.89.0","","","Unauthorized,InvalidTickRange,InvalidLiquidity,InvalidAmount,InvalidSqrtPrice,InvalidFee,InvalidTickSpacing,TickOutOfBounds,PriceOutOfBounds,LiquidityOverflow,LiquidityUnderflow,DivisionByZero,MulDivOverflow,U128Overflow,I128Overflow,U64Overflow,U32Overflow,PoolNotInitialized,PoolAlreadyInitialized,PositionNotFound,InsufficientLiquidity,TickNotInitialized,TickNotSpacedCorrectly,PoolPaused,ObservationTooOld,TickLowerNotLessThanUpper,TickLowerTooLow,TickUpperTooHigh,InvalidPriceLimit,AmountShouldBeGreaterThanZero,NegativeAmount,InsufficientToken0,InsufficientToken1,InvalidFeeProtocol,ZeroPriceNotAllowed,ZeroLiquidityNotAllowed,OverflowInSqrtPriceCalculation,UnderflowInSqrtPriceCalculation,InsufficientRepayment0,InsufficientRepayment1,MustUseFlashExecutor,FlashNotLocked,IdenticalTokens,PoolAlreadyExists,FeeAmountAlreadyEnabled,InvalidFeeAmount,WasmHashNotApproved,PoolNotRegistered,UpgradesFrozen,UpgradesPermanentlyDisabled","__constructor,upgrade,migrate,version,schema_version,get_admin,transfer_admin,revoke_upgradeability,is_upgradeability_revoked,pause,unpause,is_paused,check_ticks,block_timestamp,initialize,swap,swap_prefunded,set_router_authorized,burn,collect,collect_protocol,flash_begin,flash_end,slot0,is_initialized,factory,token0,token1,fee,tick_spacing,flash_executor,get_protocol_fee_0,get_protocol_fee_1,get_tick_bitmap,liquidity,fee_growth_global_0_x128,fee_growth_global_1_x128,protocol_fees,ticks,get_position_fee_data,get_full_pool_state,get_pool_state_with_balances,snapshot_cumulatives_inside,observe_single,observe,poke_oracle,poke_oracle_with_hints,get_oracle_hints,get_checkpoint,get_oracle_status,mint,get_tick_bitmap_public,get_tick_bitmap_range_public,get_ticks_batch,quote_exact_input,quote_exact_output,positions","InitializeEvent,SwapEvent,MintEvent,BurnEvent,CollectEvent,CollectProtocolEvent,FlashBeginEvent,FlashEndEvent,UpgradedEvent,MigratedEvent,AdminTransferredEvent,UpgradeabilityRevokedEvent,PoolPausedEvent,PoolUnpausedEvent"
"011439f1c1c296fc69fbdd9b4f2086db13a8ba828d58cd599b4f5f593ca95b74",9,0.0076,"20.3.2#1d7f9bd8030f69070634bfb07394339824ceb399","1.76.0-nightly","","","NotInitialized,Initialized","initialize,add_member,bulk_add,remove_member,bulk_remove,get_admin,total,is_whitelisted,get_max_per_wallet,get_member_data,version",""
"01a5196f27c1e9f4b6088088f1cb168a2bcc84e8a8c8b3facc76342f46e58359",1,0.0008,"25.3.1#e50d95af029c83196dd122f0154bac3f1302394b","1.93.0","","","NotInitialized,AlreadyRegistered,DomainExpired,NotOwner,InvalidName,InvalidDuration,InsufficientPayment,DomainNotFound,Unauthorized,SubdomainLimitReached,ProductionLocked,GracePeriodActive,NotExpired,MarketplaceNotSet,BelowFloorPrice,TooManyRecords,NftNotFound,NotApproved,ApprovalExpired,RegistrationsPaused,NeedsUpgrade,BlacklistedName,ReservedName","name,symbol,approve,balance,resolve,upgrade,owner_of,transfer,get_price,set_admin,token_uri,early_exit,extend_ttl,initialize,set_status,fix_pricing,get_xld_sac,set_records,set_xld_sac,get_approved,get_token_id,is_available,set_base_uri,set_reserved,total_minted,__constructor,admin_reclaim,admin_restore,expire_domain,set_subdomain,transfer_from,get_node_count,set_avatar_nft,upgrade_domain,approve_for_all,reverse_resolve,set_blacklisted,set_marketplace,set_ustry_token,get_pause_status,get_vault_shares,transfer_by_node,get_domain_status,get_renewal_price,set_aquarius_pool,set_reserved_batch,admin_reclaim_batch,get_operator_wallet,is_approved_for_all,set_aquarius_router,set_operator_wallet,get_early_exit_quote,marketplace_transfer,renew_for_with_ustry,get_domain_attributes,set_blacklisted_batch,register_for_with_ustry,set_pause_registrations,gift_renew_for_with_ustry,set_aquarius_pool_contract","NftMintEvent,EarlyExitEvent,NftApproveEvent,NftTransferEvent,DomainExpiredEvent,DomainRenewedEvent,RecordUpdatedEvent,RegistryPauseEvent,StatusChangedEvent,DomainRegisteredEvent,NftApproveForAllEvent,DomainTransferredEvent,MarketplaceTransferEvent"
"01d76265b4cabdbcd4b38be35c2431988dc369a75c0b4605397bd03b162dbe72",0,0.0000,"21.7.6#c6cca8f8cf75618c24ceb5d9ffdfe735486ae1e9","1.76.0-nightly","","","NotInitialized,Initialized,TokenLockNotExist,TokenLockKeyExist,TokenLockInProgress,TokenVestingNotExist,TokenVestingKeyExist,SPInvalidShareAmount,SPInsufficientBalance,SPInvalidLockPeriod,StakingCampaignInvalid,StakingCampaignNotExist,StakingCampaignKeyExist,StakingCampaignMaxTiersLimit,StakingCampaignPaidTierRequired,StakingCampaignInvalidTier,StakingCampaignInvalidUpdateInterval,StakingCampaignNotStarted,StakingCampaignEnded,StakingCampaignActive,StakingCampaignInvalidReferralData,StakingDataInvalid,StakingDataNotExist,StakingDataExist,StakingDataMaxTierUnlockLimit,StakingDataMaxPriceLimit,StakingDataMinStakeLimit,StakingDataInvalidUnstakeAmount,AirdropCampaignInvalid,AirdropCampaignNotExist,AirdropCampaignKeyExist,AirdropCampaignNotStarted,AirdropCampaignEnded,AirdropCampaignActive","initialize,upgrade,version,get_user,unlock_tokens,claim_vested,sp_stake,sp_unstake,sp_lock_shares,staking_new_campaign,staking_change_tier_price,staking_unlock_tier,staking_extend_tier,staking_stake,staking_unstake,staking_claim,staking_claim_remaining_rewards,staking_get_campaign,airdrop_new_campaign,airdrop_participate,airdrop_claim,airdrop_get_campaign",""
"022a412d636be65024ce1f0b4e92583a2c0cc3e42adeaedfbd8cdac14d8c8409",1,0.0008,"25.1.1#94c2a3b3a5ded6b9cf9cef0c207bf8804f3eb294","1.93.1","github:AquaToken/soroban-amm","","AnotherActionActive,NoActionActive,ActionNotReadyYet","version,init_admin,apply_upgrade,contract_name,get_liquidity,commit_upgrade,revert_upgrade,get_pools_plane,set_pools_plane,get_emergency_mode,get_future_address,set_emergency_mode,apply_transfer_ownership,commit_transfer_ownership,revert_transfer_ownership",""
"026a8dd9189d27f7d0356f546fedc1a84b8d5fb17727315d5022e5013c98ad6d",1,0.0008,"21.7.7#5da789c50b18a4c2be53394138212fed56f0dfc4","1.85.0","","","NumberMustBeOdd","hello,from,void,val,u32_fail_on_even,u32,i32,u64,i64,strukt_hel,strukt,simple,complex,address,bytes_,bytes_n,card,boolean,not,i128,u128,multi_args,map,vec,tuple,empty_tuple,option,u256,i256,string,tuple_strukt,tuple_strukt_nested,timepoint,duration",""
"02ca8ef6fe25c0b08c6651f6486fc3bc757db319816202092983ba51b00f0a45",1,0.0008,"26.0.0#e1bf74ba6c3ddb591593f5eb5dfb85458ff714c1","1.95.0","","","Uninitialized,Unauthorized,InvalidArgument,Overflow,PendingAdminMissing,NotFound,SwapNotRegistered,TokenMessengerNotRegistered,RelayerNotRegistered,DestinationTokenDisabled,MessageAlreadyUsed,MessageNotReceived,FeeTooHigh,InsufficientWithdrawableAmount,OracleNotConfigured,ReceiptLowerThanPayout,OracleChainNotConfigured,InsufficientGasAmount,DomainNotRegistered,RemoteRouterNotSet,RemoteMessengerNotSet,OnlyRouter,MessageAlreadyReceived,UnknownSourceDomain,InvalidRemoteSender,InvalidDestinationCaller,InvalidMintRecipient,UnsupportedCctpVersion,MessageTooShort,AmountOutOfRange,WithdrawExceedsAvailable,MessageTransmitterRejected,SwapSlippageExceeded,SwapUnknownPair","swap,admin,quote,set_router,accept_admin,__constructor,pending_admin,propose_admin,soroswap_router","Swapped,AdminAccepted,AdminProposed,RouterChanged"
"02cf88e6e3e9981e99094e3cc033e17fb565165cc57af1082cf22bb049837c7c",0,0.0000,"21.7.6#c6cca8f8cf75618c24ceb5d9ffdfe735486ae1e9","1.76.0-nightly","","","NotInitialized,Initialized,TokenLockNotExist,TokenLockKeyExist,TokenLockInProgress,TokenVestingNotExist,TokenVestingKeyExist,SPInvalidShareAmount,SPInsufficientBalance,SPInvalidLockPeriod,StakingCampaignInvalid,StakingCampaignNotExist,StakingCampaignKeyExist,StakingCampaignMaxTiersLimit,StakingCampaignPaidTierRequired,StakingCampaignInvalidTier,StakingCampaignInvalidUpdateInterval,StakingCampaignNotStarted,StakingCampaignEnded,StakingCampaignActive,StakingCampaignInvalidReferralData,StakingDataInvalid,StakingDataNotExist,StakingDataExist,StakingDataMaxTierUnlockLimit,StakingDataMaxPriceLimit,StakingDataMinStakeLimit,StakingDataInvalidUnstakeAmount,AirdropCampaignInvalid,AirdropCampaignNotExist,AirdropCampaignKeyExist,AirdropCampaignNotStarted,AirdropCampaignEnded,AirdropCampaignActive","initialize,upgrade,version,get_user,unlock_tokens,claim_vested,sp_stake,sp_unstake,sp_lock_shares,staking_new_campaign,staking_change_tier_price,staking_unlock_tier,staking_extend_tier,staking_stake,staking_unstake,staking_claim,staking_claim_remaining_rewards,staking_get_campaign,airdrop_new_campaign,airdrop_participate,airdrop_claim,airdrop_get_campaign",""
"02e9f32323236b7288dc2b3d4652db678dcd876301fb3852d9cfb7cfaf54e0d2",1,0.0008,"20.4.0#70b12eb8c6af0593888154700f0ef68897521708","1.88.0","","","Unimplemented,Initialized,Uninitialized,Unauthorized,InvalidArg,InvalidChainId,InvalidOtherChainId,GasUsageNotSet,BrokenAddress,NotFound,TokenInsufficientBalance,CastFailed,U256Overflow,ZeroAmount,PoolOverflow,ZeroChanges,ReservesExhausted,InsufficientReceivedAmount,BalanceRatioExceeded,Forbidden,UnauthorizedStopAuthority,SwapProhibited,AmountTooLowForFee,BridgeToTheZeroAddress,EmptyRecipient,SourceNotRegistered,WrongDestinationChain,UnknownAnotherChain,TokensAlreadySent,MessageProcessed,NotEnoughFee,NoMessage,NoReceivePool,NoPool,UnknownAnotherToken,WrongByteLength,HasMessage,InvalidPrimarySignature,InvalidSecondarySignature,NoGasDataForChain","initialize,send_message,receive_message,set_gas_usage,add_secondary_validator,remove_secondary_validator,set_primary_validator,set_admin,set_gas_oracle,set_other_chain_ids,withdraw_gas_tokens,get_config,has_sent_message,has_received_message,get_sent_message_sequence,get_gas_usage,get_transaction_cost,get_admin,get_gas_oracle,upgrade",""
"02ed06736d7f40803f5f340c269e9c6a1706a17bed892c9bcf4ce1dd5f13e524",1,0.0008,"25.3.0#dcbea44513feb7734af6b6c4aced2c4a7a2715d0","1.94.0","","","AlreadyInitialized,NotInitialized,ContractPaused,InsufficientBalance,InvalidAmount,PayLinkNotFound,PayLinkAlreadyPaid,PayLinkCancelled,PayLinkAlreadyExists,PayLinkExpired,NotPayLinkCreator,FeeTooHigh,UsernameTaken,UsernameNotFound,UserAlreadyRegistered,UserNotFound,SelfTransfer,NonZeroBalance,InvalidUsername,InvalidTokenId,BelowMinWithdrawal,DepositAlreadyProcessed,NoPendingAdmin,BatchLengthMismatch,NoteTooLong,BatchTooLarge","pause,balance,deposit,unpause,upgrade,fee_rate,transfer,withdraw,get_admin,is_paused,initialize,get_paylink,pay_paylink,accept_admin,get_username,set_fee_rate,sweep_excess,is_registered,propose_admin,register_user,cancel_paylink,create_paylink,get_usdc_token,set_usdc_token,update_address,deregister_user,extend_user_ttl,get_fee_treasury,resolve_username,set_fee_treasury,get_pending_admin,deposit_by_address,extend_paylink_ttl,get_min_withdrawal,set_min_withdrawal,admin_cancel_paylink,batch_register_users,batch_extend_user_ttl,is_address_registered,total_internal_balance",""
"032ff0d178b88e5465c8932f47e35987096fe1f85df7136a6bf8e54fc8fd9bc8",1,0.0008,"26.0.0#e1bf74ba6c3ddb591593f5eb5dfb85458ff714c1","1.93.0","","","CreditNotFound,InvalidAmount,Overpayment","get_credit,create_credit,record_payment,get_customer_balance","CreditCreated,PaymentRecorded"
"039fe4785397f7a40fd8b7feffa469a625a539ca08bc0a528da50cc9e4c1a9bd",1,0.0008,"25.1.1#94c2a3b3a5ded6b9cf9cef0c207bf8804f3eb294","1.93.1","","","InvalidFraction","a,exec_op,upgrade,__constructor",""
"03f043bfa7abbc491852f1d0a90e6d6b8c13006774d54e38a12a062235fb0479",0,0.0000,"25.3.1#e50d95af029c83196dd122f0154bac3f1302394b","1.95.0","","","FailedToTransferReward,InsufficientRewardFunds,InvalidGuess,FailedToTransferBet","admin,guess,__constructor",""
"0400f64ac0d79ac3c948061c606ada58e5eab74628442070259ff883dfdf1112",0,0.0000,"23.0.2#a97daf8b07cdf24e9bd45e344db51a21b9ea77d3","1.89.0","","","NotFound,AlreadyExists,MissingContext,SignerExpired,FailedSignerLimits,FailedPolicySignerLimits,SignatureKeyValueMismatch,ClientDataJsonChallengeIncorrect,JsonParseError","__constructor,add_signer,update_signer,remove_signer,update_contract_code,__check_auth",""
"0405b19fad70b482c88a4bb8ae75b2527c68e926f7797128bfa203d20bb94432",1,0.0008,"22.0.8#f46e9e0610213bbb72285566f9dd960ff96d03d8","1.87.0","","","MissingStorage","upgrade,__constructor,mint_from,mint,total_supply,balance,allowance,transfer,transfer_from,approve,decimals,name,symbol,burn,burn_from,has_role,get_role_member_count,get_role_member,get_role_admin,get_admin,grant_role,revoke_role,renounce_role,renounce_admin,transfer_admin_role,accept_admin_transfer,set_role_admin,get_underlying_for_amount,get_amount_for_underlying,deposit,withdraw,set_axelar_config,token_id,get_axelar_its,get_axelar_chain,get_axelar_gas_token,interchain_transfer,get_merkle_epoch,get_banned_amount,set_new_epoch,get_merkle_root,is_claimed,amt_to_claim,sync_balances",""
"048632bbfafa624fdf5632998a6261eefdd117e390019a35e2d174a14e2d7d32",0,0.0000,"22.0.6#0c47dcfa187069d241f11fb082730f667b55e802","1.87.0","","","Unauthorized,PathIsEmpty,OutMinNotSatisfied,InMaxNotSatisfied,FeeFractionTooHigh","__constructor,get_max_swap_fee_fraction,get_router,get_fee_destination,claim_fees,claim_fees_and_swap,swap_chained,swap_chained_strict_receive",""
"0497742713d7bf91c22ccc79e6d6a84742dfe1ef62f466cfe5d3ab2907bf6bf7",0,0.0000,"25.1.1#94c2a3b3a5ded6b9cf9cef0c207bf8804f3eb294","1.94.0","github:AquaToken/soroban-amm","","AnotherActionActive,NoActionActive,ActionNotReadyYet","version,__constructor,apply_upgrade,contract_name,commit_upgrade,revert_upgrade,get_emergency_mode,get_future_address,set_emergency_mode,apply_transfer_ownership,deploy_swap_fee_contract,commit_transfer_ownership,revert_transfer_ownership,set_swap_fee_contract_wasm",""
"059186ad598f43f11ea1e1f975cc35783cc2f649a90fef21af4b1e44970c930e",0,0.0000,"22.0.11#34f7f53ae31e0fd02aab436a9872e79fa671ca02","1.94.0","","","AlreadyInitialized,NotInitialized,Unauthorized,InvalidRatesSignature,RatesTooOld,RateMismatch,AssetNotEligible,MissingClaimableBalance,InvalidAmount,AmountExceedsThreshold,AmountExceedsReservePct,ReserveInadequate,RequestNotFound,DuplicateClaimableBalance","init,upgrade,get_init,set_admin,confirm_mint,confirm_redeem,get_base_asset,set_base_asset,set_resolution,get_mint_issuer,set_fee_address,set_mint_issuer,set_fiat_address,get_pending_mints,get_reserve_issuer,set_amount_percent,set_reserve_issuer,cancel_mint_request,get_pending_redeems,get_request_counter,set_reserve_address,submit_mint_request,set_amount_threshold,cancel_redeem_request,get_rates_signing_key,set_rates_signing_key,set_reserve_threshold,submit_redeem_request,get_pending_mints_by_id,get_pending_mints_by_user,get_pending_redeems_by_id,set_loyalty_tier_contract,get_pending_redeems_by_user",""
"05b07e8ef8d5f7747a86adff00a39e63a8ac3bf7b6ad7e5baf51aca053c92ca5",1,0.0008,"25.3.0#dcbea44513feb7734af6b6c4aced2c4a7a2715d0","1.94.1","github:AquaToken/soroban-amm","","AnotherActionActive,NoActionActive,ActionNotReadyYet","swap,claim,deposit,version,get_info,get_pool,share_id,withdraw,get_plane,get_pools,pool_type,get_tokens,init_admin,remove_pool,get_reserves,swap_chained,apply_upgrade,contract_name,estimate_swap,get_liquidity,set_pool_hash,commit_upgrade,fill_liquidity,revert_upgrade,set_token_hash,get_user_reward,set_pools_plane,get_rewards_info,get_total_shares,set_reward_token,get_emergency_mode,get_future_address,get_rewards_config,init_standard_pool,set_emergency_mode,config_pool_rewards,get_total_liquidity,init_config_storage,get_privileged_addrs,init_stableswap_pool,set_privileged_addrs,config_global_rewards,get_tokens_for_reward,get_tokens_sets_count,init_concentrated_pool,set_rewards_gauge_hash,pool_gauge_switch_token,set_reward_boost_config,apply_transfer_ownership,get_liquidity_calculator,get_total_claimed_reward,pool_gauge_token_enabled,set_liquidity_calculator,set_stableswap_pool_hash,commit_transfer_ownership,get_protocol_fee_fraction,revert_transfer_ownership,set_protocol_fee_fraction,get_pools_for_tokens_range,pool_gauge_schedule_reward,set_concentrated_pool_hash,configure_init_pool_payment,get_init_pool_payment_token,get_total_configured_reward,pool_gauge_get_min_duration,swap_chained_strict_receive,get_conc_pool_payment_amount,get_total_accumulated_reward,get_total_outstanding_reward,distribute_outstanding_reward,get_init_pool_payment_address,get_stable_pool_payment_amount,pool_gauge_get_min_daily_amount,get_standard_pool_payment_amount,pool_gauge_set_reward_thresholds",""
"05c05ff6ba31d8ad02b7cede524e544827473057845b9bccb0a3ca0cf23ab01c",1,0.0008,"20.5.0#9e2c3022b4355b224a7a814e13ba51761eeb14bb","1.77.0","","","DeadlineShouldBeFuture,CampaignNotExist,AmountMustNonZero,TargetReached,AmountExceedTargetLimit,CampaignAlreadyExist,IdCampaignMustNonZero,LowAmountForSplitter","initialize,create_campaign,get_campaigns,get_campaign,donate_to_campaign,get_donators,get_dev_acc,get_launchpad_acc,get_arty_token,get_token_admin",""
"060114a83aba476492ee46c79138da2fb6a8226c862a05d103c5f21ca6b344a0",1,0.0008,"23.5.2#347f71141ddf69ef1873527c94ac98e79215f125","1.91.1","","","NotInitialized,AlreadyInitialized,Unauthorized,ContractLocked,LowShareCount,InvalidShareTotal,ZeroTransferAmount,TransferAmountAboveBalance,TransferAmountAboveUnusedBalance,ZeroWithdrawalAmount,WithdrawalAmountAboveAllocation,NoSharesToSell,NoActiveListing,InsufficientSharesInListing,InvalidPrice,InvalidShareAmount,CannotBuyOwnShares,NoSharesToTransfer,InsufficientSharesToTransfer,CannotTransferToSelf,Overflow,NegativeShareAmount,DuplicateShareholder,InvalidCommissionRate,TooManyShareholders,DistributionInProgress,NoDistributionInProgress,DistributionNotComplete,MigrationNotNeeded","init,migrate,upgrade,get_share,set_admin,buy_shares,get_config,get_listing,list_shares,lock_contract,update_shares,cancel_listing,get_allocation,list_all_sales,transfer_shares,transfer_tokens,distribute_tokens,start_distribution,withdraw_allocation,list_shares_for_sale,process_distribution,finalize_distribution,get_commission_config,get_shareholder_count,set_buy_commission_rate,set_commission_recipient,set_distribution_commission_rate","SetAdmin"
"0602acc82ccd8ae0024b9214329e3958dc000e63ceacdc9ce12eb1b59b512960",1,0.0008,"23.0.2#a97daf8b07cdf24e9bd45e344db51a21b9ea77d3","1.88.0","","","HexLengthInsufficient,MulDivFailed,InvalidPriceRange,U256ToU128ConversionFailed,TransactionTooOld,AlreadyInitialized,FactoryNotInitialized,XlmAddressNotInitialized,TokenDoesNotExist,NotTokenOwner,Unauthorized,InsufficientBalance,InvalidTickRange,TickNotAligned,TickOutOfBounds,PoolNotFound,MathOverflow,PriceSlippageCheck,NothingToCollect,TokensNotOrdered,LiquidityCalculationFailed,PoolKeyMissing,TokenDescriptorNotSet,NoApprovedAddress,PositionNotCleared","init,zap_in,zap_in_with_hints,zap_out,zap_out_with_hints,quote_zap_in,quote_zap_out,get_factory,get_xlm_address,get_position_manager,is_initialized","ZapInitializedEvent,ZapInEvent,ZapOutEvent"
"0675365c717aa6fcf0372ebb44398630bf8f299730f03515312169e5c2988fd3",1,0.0008,"23.2.1#ab415a33cc1f6bdce20ac4a12f0ddbe41a648949","1.92.0","","","ZeroAmount,EmptySteps,TotalFeeBpsTooHigh,BpsOverflow,InvalidArgRef,InvalidFeePosition,ReceiverWithoutOutput","route,bump_ttl","Swap"
"068104a721636cdd6daefde2444715c25ec88f0a7c214bec97418c567cc1c4a9",2,0.0017,"23.0.2#a97daf8b07cdf24e9bd45e344db51a21b9ea77d3","1.88.0","","","TransactionTooOld,AlreadyInitialized,FactoryNotInitialized,XlmAddressNotInitialized,TokenDoesNotExist,NotTokenOwner,Unauthorized,InsufficientBalance,InvalidTickRange,TickNotAligned,TickOutOfBounds,PoolNotFound,MathOverflow,PriceSlippageCheck,NothingToCollect,TokensNotOrdered,LiquidityCalculationFailed,PoolKeyMissing,TokenDescriptorNotSet,NoApprovedAddress,PositionNotCleared","init_router,swap_exact_input_single,swap_exact_input,swap_exact_output_single,swap_exact_output,quote_exact_input,quote_exact_output,quote_exact_input_single,quote_exact_output_single","InitializedEvent,SwapEvent"
"06c1f6e92b37a856babf9e510db5066f1300d97a0366d75c6e8f948fa5cabffa",1,0.0008,"23.1.0#7456be9d91fe1f4cb070fc2732bac78244ce6c3f","1.91.0","","","NotAdmin,AlreadyInitialized,InsufficientBalance,InsufficientFactionPoints,InvalidAmount,InvalidFaction,FactionAlreadyLocked,PlayerNotFound,FactionNotSelected,GameNotWhitelisted,SessionNotFound,SessionAlreadyExists,InvalidSessionState,InvalidGameOutcome,ProofVerificationFailed,GameExpired,EpochNotFinalized,EpochAlreadyFinalized,EpochNotReady,NoRewardsAvailable,RewardAlreadyClaimed,NotWinningFaction,FeeVaultError,SwapError,TokenTransferError,OverflowError,DivisionByZero,ContractPaused","pause,is_game,unpause,upgrade,add_game,end_game,get_admin,get_epoch,is_paused,set_admin,get_config,get_player,start_game,cycle_epoch,remove_game,__check_auth,__constructor,update_config,select_faction,get_epoch_player,get_current_epoch,claim_epoch_reward","GameAdded,GameEnded,EpochCycled,GameRemoved,GameStarted,AdminChanged,ConfigUpdated,RewardsClaimed,FactionSelected"
"06e20c5fe4e8adde2af502aa5f22df7bf09ae5af1f8354ab6c038902dff9382b",1,0.0008,"23.4.1#e671b396f8bacf1370925f722df158b31c0baae5","1.91.0-nightly","","","Unknown,MathOverflow,InvalidLiquidation,LiquidationAmountTooHigh,InvalidAmount,InsufficientSwapOut,PriceOracleNotFound,NoDebtOfRequestedType","validate",""
"06edbcb1b334d6ee603adde68854932c1cae04bf0b56d940bbc77236fb75cc3c",0,0.0000,"23.1.0#7456be9d91fe1f4cb070fc2732bac78244ce6c3f","1.91.0","","","InsufficientFactionPoints,InvalidAmount,InvalidFaction,FactionAlreadyLocked,PlayerNotFound,FactionNotSelected,GameNotWhitelisted,SessionNotFound,SessionAlreadyExists,InvalidSessionState,InvalidGameOutcome,GameExpired,EpochNotFinalized,EpochAlreadyFinalized,EpochNotReady,NoRewardsAvailable,RewardAlreadyClaimed,NotWinningFaction,SwapError,OverflowError,DivisionByZero,ContractPaused","pause,is_game,unpause,upgrade,add_game,end_game,get_admin,get_epoch,is_paused,set_admin,get_config,get_player,start_game,cycle_epoch,remove_game,__check_auth,__constructor,update_config,select_faction,get_epoch_player,get_current_epoch,claim_epoch_reward","GameAdded,GameEnded,EpochCycled,GameRemoved,GameStarted,AdminChanged,ConfigUpdated,RewardsClaimed,FactionSelected"
"06f4207b0c9ef78cc595e075ded8fa40e73fdb8346e5f9281068a2d4ba1e5037",2,0.0017,"25.3.0#dcbea44513feb7734af6b6c4aced2c4a7a2715d0","1.95.0","github:AquaToken/soroban-amm","","AnotherActionActive,NoActionActive,ActionNotReadyYet","swap,claim,deposit,version,get_info,get_pool,share_id,withdraw,get_plane,get_pools,pool_type,get_tokens,init_admin,remove_pool,get_reserves,swap_chained,apply_upgrade,contract_name,estimate_swap,get_liquidity,set_pool_hash,commit_upgrade,fill_liquidity,revert_upgrade,set_token_hash,get_user_reward,set_pools_plane,get_rewards_info,get_total_shares,set_reward_token,get_emergency_mode,get_future_address,get_rewards_config,init_standard_pool,set_emergency_mode,config_pool_rewards,get_total_liquidity,init_config_storage,get_privileged_addrs,init_stableswap_pool,set_privileged_addrs,config_global_rewards,get_tokens_for_reward,get_tokens_sets_count,init_concentrated_pool,set_rewards_gauge_hash,pool_gauge_switch_token,set_reward_boost_config,apply_transfer_ownership,get_liquidity_calculator,get_total_claimed_reward,pool_gauge_token_enabled,set_liquidity_calculator,set_stableswap_pool_hash,commit_transfer_ownership,get_protocol_fee_fraction,revert_transfer_ownership,set_protocol_fee_fraction,get_pools_for_tokens_range,pool_gauge_schedule_reward,set_concentrated_pool_hash,configure_init_pool_payment,get_init_pool_payment_token,get_total_configured_reward,pool_gauge_get_min_duration,swap_chained_strict_receive,get_conc_pool_payment_amount,get_total_accumulated_reward,get_total_outstanding_reward,distribute_outstanding_reward,get_init_pool_payment_address,get_stable_pool_payment_amount,pool_gauge_get_min_daily_amount,get_standard_pool_payment_amount,pool_gauge_set_reward_thresholds",""
"074c596f146d74faf87feded3602784b5077d755873e07e8860d2bae7b9fd63c",1,0.0008,"25.3.1#e50d95af029c83196dd122f0154bac3f1302394b","1.95.0","","","NotAuthorized,AlreadyInitialized,NotInitialized,SignerNotFound,SignerAlreadyExists,SessionRevoked,SessionExpired,ContractNotInAllowlist,FunctionNotInAllowlist,FunctionNotSupportedInA1,AssetCapPerTxExceeded,AssetCapTotalExceeded,AssetCapPeriodExceeded,InvalidArgs,BadSignature,PolicyNotSet,AssetNotInCaps,UnsupportedAuthContext,LastAdminRemoval,SessionAlreadyRegistered,SessionNotFound,SlippageExceedsPolicy,OracleStale,SwapPathTooShort,SwapPathAssetNotInCaps","add_signer,get_policy,set_policy,get_session,get_signers,__check_auth,__constructor,remove_signer,revoke_session,rotate_session,register_session,get_oracle_aggregator,set_oracle_aggregator","SwapRejected,PolicyConsumed,SessionRevoked,SessionRotated,SwapAuthorized,SessionRegistered"
"07530d5a256f8d65a450f4458351586fc2fed78107362f3f2e99936e62495dd7",1,0.0008,"25.3.1#e50d95af029c83196dd122f0154bac3f1302394b","1.96.0","","","NotInitialized,AlreadyInitialized,Unauthorized,InvalidAmount,RouteNotFound,InvalidRoute,SwapFailed,QuoteFailed","get_quote,get_route,set_route,initialize,execute_swap,remove_route,get_trusted_caller,set_trusted_caller","SwapExecuted"
"07595b731b0227ac78306e56fcce2b72a93bb5a3c47676849f0551fe83f0e642",6,0.0051,"26.0.0#e1bf74ba6c3ddb591593f5eb5dfb85458ff714c1","1.95.0","","","AlreadyInitialized,BpsSumInvalid,NoRecipients,Paused,Unauthorized,InvalidAmount","pause,unpause,distribute,recipients,__constructor",""
"075d05e805432fe18a7d1ae5b76040d3317d2f737dba788ed1e6fe3704affc49",1,0.0008,"23.2.1#ab415a33cc1f6bdce20ac4a12f0ddbe41a648949","1.92.0","","","ZeroAmount,EmptySteps,TotalFeeBpsTooHigh,BpsOverflow,InvalidArgRef,InvalidFeePosition","route,bump_ttl","Swap"
"076b08d07fbb93da066485d25371e53482701025c44ef4a890f6c48165a912ad",2,0.0017,"25.3.0#dcbea44513feb7734af6b6c4aced2c4a7a2715d0","1.93.1","","","AlreadyInitialized,InvalidVkLength,InvalidRequestType,InvalidProofLength,MissingLbxToken,MissingFeeAmount,MissingAdmin,MissingVk,InvalidProofOrVkLength,InvalidProofEncoding,InvalidVkEncoding,InvalidProof,MissingIdentityVk,InvalidIdentityActionType,InvalidIdentityPayloadLength,IdentitySignalExpired,IdentityReplayDetected","init,update_vk,request_tracking,set_identity_config,request_identity_signal,set_verify_diag_enabled",""
