contract_hash,original_size,success,optimized_size,size_diff,size_diff_percent
f66c2ce4bf7d37ab858642b259c1c5ab294becea4ee7fc8380b249cbf21671b3,9821,true,8351,-1470,-14.96792587312901
d8fefaa79618d063b627cf2d876bfbfbf6a1120e7781e1b6228b468dfca3b276,4156,true,3534,-622,-14.96631376323388
0b7336b8167d4a9716d8463a489a8c5d8e7651fb872c9854d09750fa061661fa,3016,true,2565,-451,-14.953580901856764
1f74a6c48a5ac4bdc98226a8009e86ab711011d378f0fcb971d1af6040f8d762,8879,true,7554,-1325,-14.92285167248564
e0790b82ac0ff33d4e6f875a7170113e35facba4f98158a3d8df30945f67c90a,4026,true,3426,-600,-14.903129657228018
6bd075a1f2449ee957a00bf9020fec4e6d9a9c15a73799283f9afa5fbf8748f3,5350,true,4554,-796,-14.878504672897197
591687ef484574f148f99380dcc39ccc41c217ae2fe80f67877fd24d43d60953,11252,true,9579,-1673,-14.8684678279417
d2f32d45cf25458862bcac3ba6d34c61cb747303e706f42ff097594e1816d730,9906,true,8436,-1470,-14.839491217443973
fb4f88ab8f745ff8db7fe65efc49ff2ce9a87c13dd66ee862ab4671c55af7d95,9906,true,8436,-1470,-14.839491217443973
235a706073c2cfc5d1a88b533349e5c7819bb16ae6f1d8c5f7414d990eaa4581,580,true,494,-86,-14.827586206896552
8b310c3a822d4157e327d8805597a53d6919a7c6a18481bded2daf65ff16cce3,31398,true,26744,-4654,-14.822600165615643
e97269a1682fe7d727a8898b357c6e20e7c74047589020645e386d0494e3626e,5689,true,4846,-843,-14.818069959571103
9b7f31c0763b9588e8e39994f5cb96b6c0c3890a36aa5cb0d8bb7a81aa2fd547,2451,true,2088,-363,-14.810281517747859
05c05ff6ba31d8ad02b7cede524e544827473057845b9bccb0a3ca0cf23ab01c,15144,true,12902,-2242,-14.804543053354463
b1dc665820e36c14f55e72e3492748d5933c32331c1a2bfeb77a2e997668ab8d,5800,true,4942,-858,-14.793103448275863
2c176e0cce409c3e08e84b8d6e6890f3ba5036fa84a95a77be69238e14f0d604,17756,true,15131,-2625,-14.783735075467447
79844e1cdded979836bb3d1cb643931350ba61f383eb39678bf33bb5f7161df7,846,true,721,-125,-14.775413711583923
080060264d519877bd3483f090756ec82bc5d27cef28a29e7ce00bcd3238af66,27516,true,23452,-4064,-14.76958860299462
ddf6e436ca42ac3ae389ee1e278633c8c2a1fac12d0f791681b756087dfeec2f,15127,true,12896,-2231,-14.748463013155286
d3a39b20074dbffb8484189467a8349c356a65a1a852e439da0309d9b7216983,31535,true,26886,-4649,-14.74234977009672
0fffb0345c627c41c5eeabbf4ad7f21ea015f9235e3711e111317a1a848fff26,10482,true,8937,-1545,-14.73955352032055
8ddb3fd1f2d58b1f862a6062775aaa374f6edaabcabb97002f95030b937c8012,31265,true,26658,-4607,-14.73532704301935
1f7949915027dfc31b649264be5997ad30c9d9052f570cb46ef0b8e2d5323dd8,11133,true,9493,-1640,-14.730979969460165
52bf74f5726d903d980972103b4277731797fa2cb482840a5b6f75843059235e,31319,true,26706,-4613,-14.72907819534468
1993b1791cf40c1c259e7869851f34968ed8f4770f6a159f69cb44a7d4845799,3288,true,2804,-484,-14.720194647201945
37ce4e0c958db6051e361563a8d453b830e0699947b19d1c3d2f5173576d92f4,5299,true,4519,-780,-14.719758444989619
e6c6bc8330b3668ba8ac62ae7b4f3b4b7af31ff9e5af9f41ddb42ae638271a80,6571,true,5604,-967,-14.716177141987522
2fdde8ba8c0e998d4fbcae11b020250b3e6b3aec65d1948ab848118b7f076856,22861,true,19507,-3354,-14.671274222474958
551536222b0ed0e5b264d65783296edf0d6f62b258238632040c2f0b028e2106,457,true,390,-67,-14.660831509846828
142a6bc9cd56dc2c0edc713132c82111a8b44bf15be5ff12a774cb016e143f55,15378,true,13124,-2254,-14.657302640135258
839cf362ac0a304c2ceac5166ed118dc0753a2e89541dac2914eb7b6adae6564,4204,true,3588,-616,-14.652711703139868
44da5141a86eed1072a3c26008281e6aa9fe0e7145dc13a0b038868d2dda34d1,2833,true,2418,-415,-14.648782209671726
0d6ce19f9083c65cb453e909ba43a3782d33bc7db04b3ecfbeeab5c5c8826847,5381,true,4593,-788,-14.644118193644303
fc9e8556c6ff8ce97f782290a70da308f2fd46b5526e0fe8b639ad054de55c60,32717,true,27930,-4787,-14.631537121374208
0b0d6d3a7436d09beced3b156179aab4ebb512eb99c6317f486b3d7fff5ecec9,4176,true,3565,-611,-14.631226053639848
9c8830bdb1fe887a09cac82abcb0c9de70b55b8311c210b99f8962b56d3c6d78,17226,true,14710,-2516,-14.605828398931846
d99614352163488ac1265b1adadfc0d5c8439017e0080594becbf829240f958f,23748,true,20281,-3467,-14.599124136769412
494d1bfc593aa0c097407a4b0f13637b50e7dc9df31cd0ce7e4f4cbece0fd369,22219,true,18978,-3241,-14.58661505918358
18723bb03e7598832b3bd63f122e68538229c9e651a7ab32b0911e2fa7665d35,3568,true,3048,-520,-14.573991031390134
242e83515679587c49021871eccf6c68e24448ebd7ee8f55ea2ba41fc9487b2d,4173,true,3565,-608,-14.569853822190272
5708256f86f8930e96321548d2d461257430ee21e2a9c43e109b943ed7149fe6,2012,true,1719,-293,-14.56262425447316
c0221f880ee2246ec2f584b7d1c7e2c33007ede8cecc745cad40e9c0bc5f074e,17181,true,14680,-2501,-14.556777835981608
c18d0a83a4090779995d85aec11a18a604fd2257319382b68002094b83335603,2689,true,2298,-391,-14.540721457791001
eadb746a1570124337e73ca74da2f8911b772e45a87f5ab296ee19b41abbc7e7,2229,true,1905,-324,-14.535666218034994
9535c94da0062c3a88fa39ebca4f877d9c663a6b5dd800354fdb9c97ccd83152,5641,true,4824,-817,-14.483247651125685
d8b958fea35ae20bb62360623d95df210c562ee9bbda39333b7888ac6654043a,5026,true,4299,-727,-14.464783127735775
66ee47c4c9d92d4e92eebc1971fb635d769dd8812744e2b651ef48c3f8bcaecd,4225,true,3615,-610,-14.437869822485208
327e197c58e2b10412d00a14580c2a8b64b297114f7e53c83b4563e0ec528b65,16469,true,14092,-2377,-14.433177484971765
9e329f20fb6e9a3473aebfaf01ce68c2df7c56607282f6092641db2d6bf0ef58,28241,true,24169,-4072,-14.41875287702277
a9214db351a3e61cfea4a54bde7ac4633f92c0e09277a81a14a14098ad7764c9,6373,true,5455,-918,-14.404519064804644
7086ee641b3e5ffc0259d95eb560f0c540dbeb13ea05892eb2af6f0236785ebf,14691,true,12576,-2115,-14.396569328160098
9c3cc53ffe7ed6c25e9b1e3bea4f1d2b63c6953fd4b63f6acca9a01b1593c49c,4474,true,3830,-644,-14.394278050961109
a1830c6daf15ecaac73dc7a988c994a10bdedaa26a82fd6fb2ef3b0160da5e59,626,true,536,-90,-14.376996805111823
75e655ca8b5121a0a5f267b715191f21b805b14094572b6340a076559c1e3f23,3455,true,2960,-495,-14.327062228654125
9bc20974a79e4b5b267f769df68c1edced991088ce1f08272f5e8c1d02e9b6b0,4217,true,3613,-604,-14.322978420678206
51e13055a74adeedb8cfc84e612dca1a0817aceab09388e059c08ed14f92e837,3100,true,2656,-444,-14.32258064516129
949649b515a171f0ed2a7b3d32f02e52c76868991aaa5c31260f5965b2543eed,3755,true,3218,-537,-14.30093209054594
6b1454e7837d2b3abd654fa65ba0f8b09dcf0a47b4587aeb330099ee41549f8f,5161,true,4423,-738,-14.299554349932183
c744b87d4aceae796e9ce8f57a6626f1bb65e35796540e13bc7f8b12f835133b,14754,true,12645,-2109,-14.294428629524198
cf8f805b520bea6a8ff1e75c1c89118fc53083706ea4b3d648cd63cc27aa2c23,3663,true,3140,-523,-14.277914277914277
2e2faeb67cc3cbb4bc87e6e6e70c27846ab4e11f053b700a1b338b9e65bf010c,77960,true,66834,-11126,-14.271421241662392
e2a4cd074848f07e98045da23bd65de99190da1a4b1cabb35c6613c7bce91ada,77960,true,66834,-11126,-14.271421241662392
bec3f623642d3d861f62d4cc5772e115a9984447c4cb70cc37b8b85e18cd4c24,8494,true,7284,-1210,-14.24534965858253
3e0ef75cbee62cf119eea6e29da01e672010727ea68a88edfd82da98ce8b6bed,26406,true,22645,-3761,-14.242975081420889
0cd50b810003cd0f4421f89063e6b7c7515b59255b73497a4ac9fb3a186a94cc,829,true,711,-118,-14.234016887816647
99defb40400ffb19ff29ac8eae40ea78f44a98dbf88ee6a62af0bb9c892828c9,11183,true,9597,-1586,-14.182240901368148
84d535e20d0b22fb6c4b061765e3cddfb3f528194e403b6c29333d507c481bdf,3450,true,2961,-489,-14.173913043478262
8a3d3044c254070cbd3e5e21a0c207184a86b6c96c0457d1b0f124aa204bbfc9,28449,true,24425,-4024,-14.144609652360366
76ce70fe6afbee2fb37c0cb164e79892fe8c437c99e2dc49cab58eeaa3ae75db,44536,true,38240,-6296,-14.136878031255614
1d9057993dce4c885d84478c9fe58c727830897204f4d44bd51797cf226e94e9,28449,true,24434,-4015,-14.112974093992758
ca0d743d639479ae5863428db4526ede3decc208b2933dee6d9922aa408f4173,809,true,695,-114,-14.091470951792337
b3fc149f32531bae309184987b150bb0629f0bac6a565e8198e254f82438d5ea,12351,true,10611,-1740,-14.087928102987613
5a6e6e2a5661c68db2ce9ba910f36ec04a49b9492ffa39f900fe4204ec964a88,4091,true,3515,-576,-14.079687118064044
ebddfbd5a7982a6db2cfb87d8c067db6e9b6f1beb81ae89b8e70aba87cb77912,50341,true,43257,-7084,-14.072028763830675
b98a1ce669664992523158840f1985056fc5b0303bd727b50090d7a980b26be6,3408,true,2929,-479,-14.055164319248824
0d3bb3fd10858326c2efcf22ed9b31989670b466002b92384e123d91db682f13,2086,true,1793,-293,-14.04602109300096
db76e90b58dc70a848bce1ae7d8a67a352f0437f6c64bf2afc8f70a88d9f6941,26756,true,23001,-3755,-14.034235311705787
6c8012acf17efbf551b4c2bd8beb6241d3942dda42b686be669111fefa745ada,9772,true,8401,-1371,-14.02988129349161
0ad0e5b60069211d8ae54e2cc4249fc6d356ed941a250101b2d77d9f7a3f0562,5036,true,4330,-706,-14.019062748212868
a6dc3331eda70a078ec4edbc6e12e1b9b581938ee622428b88551feda7abd3ee,11622,true,9993,-1629,-14.016520392359318
3e216c3e0b8338c2528b76973def0d629de55591304d5a77404fb19335fe6bb7,9911,true,8522,-1389,-14.014731106850975
96c3b90dc2c8a9addb183eaf49c6c8e2d5e4be89458c6814b44c3f6181d879e9,4518,true,3885,-633,-14.010624169986718
d6704b277c3231ad8560cacdbda063ee142fd4f15bec7ae6153c6bf220c3873d,3144,true,2704,-440,-13.994910941475828
7f5bdf807411f96bf665b5b5f49d773167cfa97eedae34bac23b3ae3dcd55c30,3088,true,2656,-432,-13.989637305699482
dbd27d2b53d4e922627159ec5fcb362ea1bec9754dd72c93f94b4cd6ff3f646f,13469,true,11586,-1883,-13.980250946618161
c59af3c98989be8dc7ffa916a68e490eb5fa65acd7acee31fa4878b4f7da7cca,3888,true,3347,-541,-13.914609053497943
4a0edd47b108b6605594fa8b6557b560e0ab56d2f8cc5ae4206fe5221281c09c,12419,true,10691,-1728,-13.914163781302843
02eacac2332ae8308becf4a0428b469b8b47f9ca0bfba8ef6418b6000b657e4a,18792,true,16178,-2614,-13.91017454235845
b3e142604623f22f70bd6c145ff9b8db1069ffea4d9380333aac9573f5325f41,3548,true,3055,-493,-13.895152198421645
f26873551532b1862136b5deff2db2f4bd081a6b56ece616a3dc4ed98b061b21,3600,true,3100,-500,-13.88888888888889
9bcdb4f45c20bb21575ec4fb9aeda4bdf9368d3afd250013ce0bd0a683bc2dc8,26095,true,22473,-3622,-13.880053650124543
38b9a94d83620273d588541b76fcf6569b40f5fcfbefbd4645335d895616b1a2,5369,true,4625,-744,-13.857329111566399
940b06c99abdd9a632eec17e04df39564b13bd682ad110743152225cb510324b,36515,true,31460,-5055,-13.843625907161442
f4de70f678124ba1f17642e07b7a06355deb468e0df573b8897269258fb0ff1a,11092,true,9557,-1535,-13.83880274071403
b0968834a4cc2de2e1144759a0386cc4520d3a07e997fecf9cdfa6f2675d44ef,23948,true,20636,-3312,-13.829964924002006
1709c3a68425d1457bcf9a2a916283bfc682f82a80c939af2d2201ca87b49c3f,2821,true,2432,-389,-13.789436370081532
13d633d8e406e5bc0a521f2519144d44c4cd394a0c5ff704277659184276705d,4336,true,3739,-597,-13.768450184501846
b1b74d5336e0a3824f378885ef03b0fec53454e0e16abe55f722528fedd60008,22272,true,19208,-3064,-13.757183908045977
684580d7c3c2f2f7e2d85072ad695be32787570be0e3aaccee9f19c8b1756c48,18214,true,15709,-2505,-13.753156912265291
cf1e11c20d0486d31a31938750b3a2adc87ac8e8e41f0513f7ffd8319385bcc0,3044,true,2626,-418,-13.731931668856767
3765316eb65dd4c955134a7c18bc1bed142da5c9a1369693847abd828be74234,3228,true,2785,-443,-13.723667905824039
1d5f0cdc52e99a28ca2b8287630dc96b45862e65a2a089d97742b9dfdcd5ed25,4690,true,4047,-643,-13.710021321961621
fc268c8565c9994f742f98f82ff9074b28ecf64cfd306ef43cbd056447b2d034,11779,true,10166,-1613,-13.693861957721367
6e76708fcdad6303e4a9b45b0cf069caeaa2ab2e83dce0038cae111907888d16,482,true,416,-66,-13.692946058091287
711d045cec39bfd1e697ec9170f46213d59703e8fb241333f1eac41c20f22d64,13519,true,11670,-1849,-13.677047118869739
f103229c08c3780cb82c790ea6cc30b3ed9430bbf0f7f8ebc72b70346dd3e505,23273,true,20090,-3183,-13.676792850083789
79a839eb1c4eeb71a49aca15ccf4d3448d7ab37812ed6d516e7ae929c9c5d942,32252,true,27841,-4411,-13.676671214188268
5a3be13a9b2e9e78f947376cf726a4d8c02fb69c4aad428ede35678339a07848,21585,true,18633,-2952,-13.676164002779709
d7fb60c602ab8fc3c5752f4e9da35d193d9077111ff95648350b2029693939e7,32254,true,27847,-4407,-13.66342159112048
8232869bebaf2398418bbad80f0982e5244c53774fd5eb0a10589acf94bc97e4,3213,true,2774,-439,-13.663243075007781
d5c8ed84c56192201b061e68e11d7376e1342364da3aec7c2e053a33dcae03f1,23709,true,20471,-3238,-13.657260955755198
54418215d35ad33d17d7ec4d2bedad1060e06b1c11b9112b69538745bcb6c538,62766,true,54197,-8569,-13.65229582895198
9fadfd4fad0370f62ea658cd23e262448c504e6242a3008f1d93147f02b5885f,4601,true,3973,-628,-13.649206694196913
0c70a73f5355b2fb0dab67fa9aec6a02514e7c1fe4763cddb14fc6b37676881a,10207,true,8814,-1393,-13.647496815910651
48da9953f231476277de087172d11e0f304cbd47cd8b56f15b0c9eeedb6262c8,8074,true,6976,-1098,-13.59920733217736
d181b9ed7a67f35843ffcb48a9dd93153bbd17367bf32fae7cac384023318db5,721,true,623,-98,-13.592233009708737
98366517421148a7966dfed32961b6d441e0307e838625129b80ffc676a1d529,20303,true,17545,-2758,-13.58419937940206
95e43b26f26086f01e16d1d367797fd9ca46d0853e29daf650feb64134dcd531,722,true,624,-98,-13.573407202216067
0c5bb14b013509b492a91e7bf09db2dd527ce8c7a8c049007cd953be9094ffc2,20171,true,17437,-2734,-13.554112339497298
1d4604048c4baddcb222d4b077fcd0d058e212da81e717ddeec26643814e0113,13766,true,11901,-1865,-13.547871567630393
bd2d4a81ba220e9e6d03e7b20597dc27253c66a17e63e102374efbdcb7ef0565,1167,true,1009,-158,-13.53898886032562
73c6767471158ad80cb5c595b3e91691ff658dbe264a9cf071d543425d842e40,3050,true,2638,-412,-13.508196721311474
c12c121d1eae0c11633206c1f8d59eedb4391293eeb6a97b2565c8430abfea0c,21523,true,18617,-2906,-13.501835246015888
1660d2fa8f781e50e9323c94479fbe0383a0f152d7c20b25ddd32c0f744eb4d5,5454,true,4718,-736,-13.494682801613495
9571e58b3ba2ca75b8ef3c6d29770868a315ad851ea21c635d6507808f6b3152,1282,true,1109,-173,-13.494539781591264
db922a279ac016a3c6c0247176dd2b4db8a58acae199a51cabc8991f86510b7d,21621,true,18705,-2916,-13.486887748022754
3e10a07ab2c17f5ed6c557b9a0869049aaf6d6ee1d23c47895f69d4ad9cf57da,2005,true,1735,-270,-13.466334164588527
ceb80f274a06f17e1b54522093197aaca7906a4f860ec9a8bc1a4e7bac170f1a,17511,true,15154,-2357,-13.460110787504998
9efdbedcd5f5113c57bc812ce4b600e545be59043e7431e8b61185e54aead23e,3586,true,3104,-482,-13.441160066926939
5e36f06c16479a292140752a66fc121b2cec12e596f1d6101e0e10718fcb48a0,21625,true,18721,-2904,-13.428901734104045
ba97f944c07ed598ab50866caa761f56ebc781a1fa898d8c74df2ee456f16c0d,3843,true,3327,-516,-13.427010148321624
ba6f136f0c49c7c564684a02e0ccce503b0e884b52962c9dc669fbce7ffd4397,3653,true,3163,-490,-13.413632630714481
0f7c26197a8b14e48386cde8ad471750611b527c519a00332c0515458406dc63,2550,true,2208,-342,-13.411764705882353
57b9f8e3f6f3ca6def429b70572b0b27db49286f605e41feced78d3b2c26427b,19547,true,16927,-2620,-13.403591343940246
c1ba12557ac62d1da4632333d4715689ab444537129b20556f2829e003922bf6,28107,true,24343,-3764,-13.39168178745508
56358b699ee76d3522d21900263c981f3d47e03822355f3dd984c882b6ff30fb,24585,true,21296,-3289,-13.37807606263982
695da0050d5481fe1a1dc0edc94792223b4a152b80f8a1e360ec05a773c06196,17747,true,15375,-2372,-13.365639262974025
c5828b389b875484871028f00b341caeedb105ebac1837ef2ac3fba6670bdc11,35975,true,31169,-4806,-13.359277275886031
f668da8c78738e4871959e9eb1a8ab94c1f3e8cd17595cf00b3dfd0acbe9202d,65358,true,56638,-8720,-13.341901526974508
3f7792e289df95d3199ed9db35a0cf2a5154aa64cd7298a8c441b7170230635b,20446,true,17721,-2725,-13.327790276826763
22b5c205be6d9d0845608d444781799d5b653f5095f3eef192effbd9f860aabc,2071,true,1795,-276,-13.326895219700626
9aabb3fc3e8a3ff57d391cc6a24d3e2d53f46f14a4a15f50c6b4e71f544651b6,13395,true,11611,-1784,-13.3184023889511
977da7a1608550f7f71fc5b8739570070d16cd307dac68d54b313125cc834656,12451,true,10794,-1657,-13.30816801863304
9a2efbee9f3be796a600a8c288eaad2e709dde25e376dcaabf49e59a9643f872,9063,true,7859,-1204,-13.284784287763435
dfe08cd292256aad47292920d56b80961528bce71cf4a027a7de8a37e085841d,12121,true,10511,-1610,-13.282732447817835
a4dc568f446001660f9518ea9cf8f5668e6ca193588ff664f27510f28e5d5cf3,11076,true,9605,-1471,-13.280967858432646
8b6b5fb297091300fa303a22475bef0de2611fde33ad73765d61212115d2d96e,3796,true,3293,-503,-13.250790305584825
78f67651542409675abac9185874c81ed19441dc5fae3028372c7803a9e5545a,674,true,585,-89,-13.204747774480714
bea618e06dc06001577f3ea8d4a1a6013d461b3f7b6d5eb46a062feb48b09e2a,1606,true,1394,-212,-13.20049813200498
ca1027e0124902c5a2466c12a414ee6f576ac9b912cb51341eea2b3196d4ad91,1606,true,1394,-212,-13.20049813200498
ad2d5b94b5fd48c662b7240cd0fc5e0579ce160628e7f827e632255e4bf810eb,6786,true,5892,-894,-13.174182139699381
c2a00eed46d65d7be8978635d494a5d3d48d28f22a2da9775f79ad5cd4028247,19444,true,16883,-2561,-13.171158197901667
b56aedeaf80c3d4b7c4c2ddf3893ac47c3ecff1a0a6f19152ca993e5bb294414,3463,true,3007,-456,-13.167773606699393
658392af7e6d39d640ff49f252faa7216e78bd19dcda4e79b590f6f63a0aa76f,593,true,515,-78,-13.15345699831366
c2b1e0df2a6e4d909d9c0a99dea5da9b63ac2706930eac47552d4f7c2e80a302,1407,true,1223,-184,-13.077469793887705
cb73926169e7440055ddda02bd76dca3c52da3bf0e251e9cc7f2ac609a062ad7,1407,true,1223,-184,-13.077469793887705
7212a1f98a3a216d327c3dc2928029aabd7591a0454e69abc8a851f231bf60c1,3327,true,2892,-435,-13.074842200180342
a328385ecedb656971d24eef29752868e2b644146f98d54e76023e980c017d1f,1800,true,1565,-235,-13.055555555555557
4e3a3c392be410b9d49fe7e85c6100664b23f7c772b53241f5d4d1605b94d0df,2780,true,2418,-362,-13.02158273381295
f12740ec3454d1fbd1f64f45630cf33c7a0c6b41c04e4420a1a9fba04aef3977,3292,true,2864,-428,-13.001215066828674
59323fdd0bcc2b41d2a0f962b5f2e10cf8a69784fa0e4d1784639630e66c9ff7,19054,true,16581,-2473,-12.978902067807285
42f0d066da7849662cca67b80d3e4cd7562732b5fbc54f0ca60620a9a05450d8,1233,true,1073,-160,-12.9764801297648
ffa72ba8576422d2fbfc749e43d0cf8670f5f2b0036dfe3a7e4723017c77b795,3204,true,2789,-415,-12.952559300873908
7102ed031f18de849214de681177ac79857b99b87a3a310b80034c567afc5077,4660,true,4057,-603,-12.93991416309013
507aa34c7fed79ff380568e0017a0e2c6db4db0671dab403c524e14eddeb7084,2292,true,1996,-296,-12.914485165794066
e81adf3c1a821948c993bbeda37755a0eadf35698a3f66c23ca1ef88cde35625,13281,true,11567,-1714,-12.905654694676604
b860405c8a8ae5192d6ede01b5a83c364d9beb61dd23a754dcc8ec107e5181f7,39892,true,34745,-5147,-12.902336308031687
18f37c4e1d980e53d8ec8fb7bcc28b0c6ed7eb5beea95c4af76c762c95f61332,13263,true,11553,-1710,-12.89301063107894
e8343a726392310179a24fb89a5fc7c6ca597a26509fb077709a378fdfb12878,10619,true,9252,-1367,-12.873151897542142
7b68a2b812e635008f2fbcc2b0196fe8f9e1f0c0b6790742e60b18c32848d681,10623,true,9256,-1367,-12.868304622046503
729fa446a553d1913044a2c2cb176b69e53a015fdabc732b55c9f9fdab155e96,46338,true,40380,-5958,-12.857697785834521
5d96f2bbf25962809ef6fabaa003dd621c85e2236d9831e8e0a96a2003469a3f,46408,true,40448,-5960,-12.842613342527152
2a0415e10d20eb6815a1cc11d3ef97fd856989402bc97a18328cef86c92d2129,46519,true,40554,-5965,-12.822717599260516
cd25e0e15bddce0e070046971632569ed9ab830ca9b015d04ec53100c0181185,593,true,517,-76,-12.816188870151771
ab47c199b35c5e17d426df91e14fed2a9c36c35c333d0efd8975d33c5c9403f1,50925,true,44419,-6506,-12.775650466372115
0566a42855fac1c21402ef84e0f32625a9e3186c0a29bbbfd64c35dd7bee8a4c,14524,true,12669,-1855,-12.77196364637841
760468d232013dde9bbc9b98ce0b29b3dfcb4546e34081dda9d9e0947c1eef67,7998,true,6977,-1021,-12.765691422855713
4d1302d9e6b29e8fa57c42b80a302c8638281257399287d08a482ab0b0f53feb,15154,true,13222,-1932,-12.749109146100041
58cd38e9b35df999b37877358faef5587db6d1e2eaf2d71e5f65bcacdf0c7f43,4121,true,3596,-525,-12.739626304295074
bed32b8746d854ac565596a6e3a68ba0ea67f8e476254696e89e7ac5d1d259f9,7316,true,6384,-932,-12.73920174958994
089c7a8ffa046ad4097b12bdadada4255e5a4c5b2420415c4f6dafc5db6e72d6,2466,true,2152,-314,-12.73317112733171
d7c187f1242d38ebbc61fb0054f3cff039a2e5000323abe7398a7cf0cec3ff01,535,true,467,-68,-12.710280373831775
ca9e39c25d8312af58ba1d8a9d8bd9d0093ce9ec8bac9e89554e74a68e425e10,12263,true,10706,-1557,-12.696730000815462
b699527d2c20d3d2509be6bacfacb5bc70e4443e90217c55e0e031dc98e47d09,17677,true,15438,-2239,-12.666176387396053
a7e8e679a9692676e19926cca52aa975a2ca6c933368bc2b09739eed140f2adc,2096,true,1831,-265,-12.643129770992367
976ed5e0c6e995ebf48dcee62d38fdd8022269596c411b7c842099630f619019,34528,true,30175,-4353,-12.607159406858202
c7f454de6029276c48af0047647ac195d0ccfb81a4ac13265f59e1dde19aeef0,48017,true,41964,-6053,-12.605952058645897
fcd1685d0e8b7eb82758b84430fdb1755c90816694f42d1757a0d7b5b1f0bbb3,17252,true,15078,-2174,-12.601437514491073
4e77d43928874d120e8f7cd0cd985eec43534dd037f2bd32e7b847d9f7c98bbe,48114,true,42053,-6061,-12.59716506630087
2bb6c8f4188de4a3afd87492f54f3de90eedb4f5a13618b8fa40e6f9a4d313fe,3914,true,3421,-493,-12.595809913132344
dff7bb41cd554e2fa134dd0b345e3dc995336a6248134a334fc9a74542bdb6e4,6855,true,5992,-863,-12.589350838803792
0e558e06e5843302d94d42b1ab5063b8b61116999310ab5c62e8a581ef701903,7376,true,6448,-928,-12.58134490238612
70136467ec2a84c642f6b84447b3b7601117e0e3cbe3e81157b417aee8a0f660,7017,true,6138,-879,-12.526720820863618
f749bab8cae43065041d0153259569613121cf6ebc3e851e84df355855551ee1,1104,true,966,-138,-12.5
1999bea2a86436b82a2f50476a04b70ae8eb95ffb432396b84d48155308ee4cc,2020,true,1768,-252,-12.475247524752476
a08aa576e06f8da7dd72554a6a396836a806c53ad4d757166137b9424c3d3d29,369,true,323,-46,-12.466124661246612
aef894a8042b29827272ff9e975fed954c08deedd8e33c770ff4c564a4c1c535,5695,true,4986,-709,-12.449517120280948
7599eb7a5ebeea3dc3e37016ac54d38d498d94f54588139359d64058525b210d,6267,true,5487,-780,-12.446146481570128
9981825664a56cf0ad5b5cc8fd6b7193a580674f6be97c694dfb31ccb0d920df,6267,true,5487,-780,-12.446146481570128
a85452724c375d42995f40b6a1352ad768003d7a8f3e711ec0346b9e8737dac2,6267,true,5487,-780,-12.446146481570128
0af3bac3c0f5fe6d2f5382917ca15a56b4771ec00b4699b2bb23a054196c2bff,9170,true,8030,-1140,-12.431842966194111
94fc6902b249e16138b8319beddf124857a90fd614a1389abb3ba3d1e5fcf1f6,580,true,508,-72,-12.413793103448276
3e5dfde1926cb96428498b72596c2ebbe01e60709ff9fb7556bf17e99743a647,2280,true,1997,-283,-12.412280701754385
581a6401e17ec217988954ef107b58ef09c3e6e9b3141712c2f33394191cc6dc,2280,true,1997,-283,-12.412280701754385
cab7f385e9d171155664d8860e09b91bb4d349b8c908b29237dea3eb9211c429,2232,true,1955,-277,-12.410394265232975
14a957abbc36c85f7ee73ba8a2a04ed02d2c5cb5e468460ea3bded51ac4716a7,38634,true,33851,-4783,-12.380286794015634
8eb67a3b0c2c7556c569661c94eedb03dab12bebf0e0a1ee5c34dffb6b5cd957,1358,true,1191,-167,-12.297496318114874
1ea384f6f4d93387a32c70b8d469908cc3b39f6bb84e5be0c3410c73ba7189bb,1245,true,1092,-153,-12.289156626506024
7b78ca04de891f88d5321693bd63ef12367b35e9de0573a99dd51fc765956337,9423,true,8265,-1158,-12.289079910856415
ae4333761a7bcc80c8eddcb460e35bbbf21ca3bd68ea98c841b2df8ae6abbe71,1232,true,1081,-151,-12.256493506493507
7d7de8c0ae5278c878a861fc9501a6cb8907b02f6ebb471d61064bc0037922b7,1365,true,1198,-167,-12.234432234432234
e9fa5f9916f8254a24cbba4fb9963c4a002ef71ec4df2f9ac14a6e207be66edf,1358,true,1192,-166,-12.223858615611192
a077473710c335324cfebd611c5604fc78bcbf4da42551901fbe4d3d2b300ac0,360,true,316,-44,-12.222222222222221
2fe833967e5abd92bc7de1b9c33a434a9b08b879d1952234f5e468a72fb100fb,1238,true,1087,-151,-12.197092084006462
c92c31eedc675ee13ac2c5e874d22077c9754e48c6d3734576e1e26ddc9099ff,20663,true,18143,-2520,-12.195712142476891
5ee8f4da9fb5aa9f0df9a31a4ffe719b76da8ad3e568c223fe13df8401303187,10650,true,9352,-1298,-12.187793427230046
c5b78f174349358f1d453b0539717b1cf23c7d4edcc161f2027168b0efc24161,32102,true,28197,-3905,-12.164351130770669
8c55c430ea3f2bdec5192d0d3b1f5f23571e4a7e1e10f7abfee3eb65129a2911,11205,true,9843,-1362,-12.15528781793842
19fcba31e1f40fbdf84254b24812ea314069ccb9788347d5ab5e03fc105a0134,17709,true,15557,-2152,-12.15201310068327
d70e577ff4d66329835b7a59f71e4e4a946de509a9720542c71847f0ddb2963b,4051,true,3559,-492,-12.145149345840533
4b3eca23fd7b68d4f4fe33a9fbb9334d3faed19f869822c54df12fb7adeb47b1,280,true,246,-34,-12.142857142857142
